file_name,transcription
COD_05535.wav,sababtoo ah ma uusan dooneyn in uu quusto  oo ay xilligaas guusha raacdo shirkadaha kale ee tartan kula jira.
COD_02050.wav,"Maadaama aan irmaan ahay waxaa naasahayga ka buuxo caano, waxaana galaa musqusha si aan isaga liso. "
COD_00732.wav,"Waxaan rajeynayaa in aad igula raaxeysatay safarkaan, oo aan ka xumahay in aanan ku xusin meelo badan oo aan tegay, "
COD_01733.wav,"Ummad ku dhammaatey badaha iyo saxarayaasha adduunka iyagoo raadinaya nolol, "
COD_04252.wav,Waa socdaal haddana waa tamashle. 
COD_05693.wav,"saa waynaga maqallay: Geelle, Geeljire, Geeldoon, Geelxoor, Caanogeel iyo kuwo kale."
COD_05230.wav,Akhrinta buugaagta waxa ay noqotay mid sahlan marka ay tignoolajiyadu sii socoto.
COD_04657.wav,Waxaad noqonaysaa qof nool. 
COD_05180.wav,Sidaad hankaaga kor ugu qaadi lahayd iyo sidaad u heli lahayd dhiirigelin joogta ah.
COD_05349.wav,Waddamada qaar waxaa laga helaa dad xannaaneeya dhirta kana badbaadiya wixii cadaw ku ah.
COD_05610.wav,"Howshaas wuxuu ku jiray muddo toban sano ah, markii ugu dambeysayna wuxuu kusoo gabagabeeyay magaalada Birmingham, ee gobolka Alabama."
COD_01923.wav,"Balse Baarlamaankii ayaa difaaacay go'aankii Nuur Cadde, oo waxay Sep labo iyo tabankii sebtember, labo kun iyo sideed cod aqlabiyad ah ku diideen in xilalkii lagu soo celiyo Wasiirradii is casilay."
COD_06217.wav,"Dowladda Federaalka Soomaaliya, ayaa wado qorshe ay ku dardargelinayso inay xubin ka noqoto Urur Goboleedka Iskaashiga Dhaqaalaha Bulshada Bariga Afrika EAC."
COD_05464.wav,wax kasta waxaa baddalay dunida casriga ah.
COD_04126.wav,"Fadhiista idinkoo mahadsan nin walbana shaaca ha ka qaado cadka uu soo saaray, ayuu si gaaban u ogeysiiyey."
COD_04330.wav,"kuwaasi oo ka gilgishay gabboodfalladii 15 jirsaday ee Somaliland ku haysay dadka reer Sool, Saanag iyo Cayn."
COD_04857.wav,"Mindi ayuu inta u soo soofaystay, "
COD_04301.wav,Wuxuu arkay geed jiridii oo ka muuqata meel ku beegan hortiisa. 
COD_00384.wav,"Markii labadii wiil midba mar weeseystay ayuu odaygii is gartay wuxuuna yiri isagoo qoslaayaaya Wiilasheydiiyow waa idin gartey, "
COD_03081.wav,"Labadii nin ee is hayay markay arkeen ninkii oo subagiisii dhulka ku qubay ayay caqli xumadiisa la yaabeen, "
COD_04701.wav,"sidaas awgeed, maareynta wanaagsan waa laf dhabarta ururada guuleysta. "
COD_06177.wav," Ireland waxay si aan kala joogsi laheyn oo xooggan u waxyeeleyneysay Itoobiya labadii sano ee tegay,  "
COD_00522.wav,ilaa uu maalintii dambe soo helay wax ku filan oo uu ku iibsado sidii ay isaga la eheyd. 
COD_00811.wav,Qoys hebel BM ayaa gurigooda ku soo dhacay oo waxaa ka nool hebel iyo heblaayo kaliya. 
COD_01649.wav,Waa dareen iyo xaalad culus. 
COD_00009.wav,"Dhaqanku waxa uu leeyahay wax yaabo uu ka askumo ama uu ka abuurmo, "
COD_01283.wav,"Jirkeyga ayaa la qabsaday kofeega, oo maalinka aanan cabin waxba ma qabsan karo."
COD_04359.wav,cigaal ayaa maalin asagoo gurigiisa joogo loo sheegay inay col usoo socdaan
COD_01575.wav,Dowladdeyda waxaa lagu la xisaabtami doonaa waxqabad.
COD_06168.wav,kaas oo soo wacay Taliye Xamdi oo haysata ciidanka NISA ee garoonka diyaaradaha jooga.
COD_02554.wav,Wuuna u idmay in ay Makko la joogto ninkeeda iyo carruurteeda.
COD_04026.wav,Mustafa oo la yaaban halka ay ka dhacdey gabadha iyo waxa xilligaa meesha keeney oo is weydiinaya aayaa gurigoodii tagey.
COD_06341.wav,"oo ku saabsan walxaha duula ee aan la aqoonsan, kuwaas oo intooda badan lagu arkay iyaga oo duulaya "
COD_06138.wav,"Xarardheere, waa Magaalo Kulmisa, Xoolo dhaqato, Beeraleey iyo Kaluumaysato "
COD_00411.wav,laakiin waxaa dhici karta in dhaqanka dhulkaas Somaliland ka jira uu arrinku caadi iska yahay.
COD_07257.wav,Ka sokow noloshaas adag waxaa weli sii xoogeystay jeceylka dhexyaallo lamaanahan.
COD_00731.wav,waxaase ka sii daran magaalada Rio-de-Janeiro ee dalka Braziil oo tuugadu joogto darteed ayba adagtahay in aad bannaanka ula soo baxdo moobeelkaada.
COD_01436.wav,"Gabadhii in taleefan loo gado, kii madaxeeda lagu dhacay lacagtiisana laga dhiibo ayay noqotay."
COD_02946.wav,"Wabigaan ayaa ah gabi ahaanba mid aad u wasakhaysan uurkiisuna naftu aysan ku dareemayn raaxo, "
COD_03260.wav,waxaa ogahay hadda inay mushaaro  badan idin kama qanyihiin.
COD_00737.wav,"safaaraduhuna aysan diidi karin, una baahneyn in fiiso la iigu dhufto, aana ku mari karo dalalka caalamka aniga oo joogo gurigeyga iyo dalkeyga hooyo."
COD_01737.wav,"Waddamada khaliijku waa gobol ay usoo shaqo tagaan ummado badan oo sideennoo kale dan yar ah, "
COD_06353.wav,"Nuqulka sirta ah ee warbixintan ayaa faahfaahinaya, tirada walxaha aan duuliyaha lahayn "
COD_03588.wav,marna waan murugooday oo meel aan u ciirsi doonto ma aqaano oo xitaa deris ii garaabayo ma jirro 
COD_06842.wav,"iyo inay si joogto ah u diidan tahay dhammaan noocyada rabshadaha iyo argagixisada ee looga gol leeyahay in lagu waxyeeleeyo amniga iyo xasilloonida,"
COD_06179.wav, Codsigii dowladda ay sameysay markii ugu dambeysay waa la diiday oo dhegaha laga fureystay.
COD_01051.wav,waxaana sidan jiray ul aan ku cabsigeliyo.  
COD_05288.wav,Jirka dadka qeybtiisa kore oo wasakhda looga meyro.
COD_06231.wav,Cabdi raxman Cirro  Gacmo shisheeye ayaa hurinaayo colaada Laascaanood.
COD_04181.wav,"Shanta qaaradood waxa ka riday, qayladiyo buuqa Waa quud nin haystiyo mid raba, inuu ka qaataaye "
COD_03393.wav,"Markiiba Faraskiba intuu kooraystay ayuu waddada cagta saaray, "
COD_06617.wav,ciidamada xoogga dalka oo garabsanaya dabley hubeysan oo u abaabulan hab beeleed.
COD_00129.wav,Waligey waan jeclaa gabayga balse waligay banaaka lama imaanin oo aniga kaliya ayuu igu ekaa.
COD_01439.wav,"Waan ku kalsoonahay in aad in ay xogogaal u tahay xaaladda waxbarashada dalka, lexajeclo badanna kaa hayso. "
COD_01859.wav,"Taliyihii Nabadsugidda ayaa Muqdisho ku xiray Mucallimuu, "
COD_02807.wav,Maadaama aysan carruur kale la dhalanin waxay qaataan mid ka mid ah dabeecadaha curadka ama gura-dambeyska.
COD_01296.wav,Soomaalida iyo dadka qoro sheekooyinka mala-awaalka ah dhibaato weyn ayaa kala haysata. 
COD_02295.wav,Waxaase iyana dhanka kale jirtey dood ah in khayre uu mararka qaar soo min guuriyay khudbado ay jeediyeen madax kale oo dunida ah sida Obama.
COD_00807.wav,Deriskaygii ayaan sanado kadib dib u kulannay.
COD_01563.wav,"Subax kasta markii aan suuqa soo galo ayaan soo mari jiray, wuxuuna i siin jiray koob shaah ah. "
COD_03315.wav,waxyaabaha ay qarxiyeen haddii ay yihiin hoteelo  iyo guryo inaan dhisno annaga  
COD_01373.wav,"Mar kasta waxaan xusuustaa dadkii aan ka soo tegay, "
COD_04817.wav,"Kolkii uu tacliintii sare ka baxay, ayaa inta uu fekeray, waxa u sawirantay in uu ka dhabeeyo aqoontiisii ganacsi ee uu bartay. "
COD_06584.wav,"Soomaaliya, Kenya, Itoobiya iyo Jabuuti."
COD_02227.wav,"Waxaan arki jiray rag miisaankaas wato oo ay macaamiil la'aan heyso, "
COD_06957.wav,Afar arrimood oo laga ogaaday dilalka qarsoodiga ah ee ay fuliso dowladda Sucuudiga
COD_00283.wav,waxna laga weydiiyo sababta shaqo tan oo kale ah ay intaas u qaadatey iyadoo lacagtii wax looga qaban lahaa ay ku jirto khasnaddooda.
COD_01854.wav,waayo waa Agaasime ka faalloonaya shakhsiyadda iyo anshaxa shaqo ee uu ku bartay nin dhalinyaro ah oo uu xilli adag madax u soo noqday.
COD_01900.wav,"Arigii ayaan raadiyay, badankiis waan helay, waxaana iga maqnaatay labo iyo taban 12 neef, maqribkii ayaana guriga keenay. "
COD_03659.wav,"ka dibna Mombasa ayaan kasii aaday si aan doon uga raaco oo aan ku tagaayo Yaman, "
COD_02289.wav,Taageerada aad muujiseen midaa idiinka rabay ayey aheyd qalbigeena isla socda ayuu yiri Salaad Cali Jeelle.
COD_02856.wav,Waagii hadduu baryay ayaa ninkii faraska laahaa tuugii intuu u tagay  
COD_06006.wav,"waxaana lagu soo waramayaa inuu heshiis shaqsi ah la gaaray maalintii ugu dambeysay, "
COD_06289.wav,"Al-Shabaab ayaa sheegatay mas uuliyadda weerarkan, waxana shaacisay inay khasaare ku gaarsiisay askar ka tirsanaa ciidamada dowladda, "
COD_06563.wav,Ciidamada booliska deegeenka Ceelashada-biyaha ayaa iyaguna gacanta ku dhigay rag ka ganacsanaya maandooriyaha
COD_00226.wav,Ma diyaaradahaa tirada badanne oo  ajaanibtu sidii tagaasidii ugu xiimaayaan ayaa wax iska beddelaayaan?
COD_04415.wav,Maadaama Ingriisku aanuu aad u danaynayn Koonfurta Soomaaliya. 
COD_05452.wav,Dowladda Jarmalka waxay bilowday inay taageerto mashruucan isla markaana waxay daneysay qorshaha ku aadan baabuurta sida iskood ah isku kaxeynayo.
COD_01247.wav,"Sidii hore uma adka in kutub la raacdo maanta oo ardaygu maqal iyo muuqaal u heli karo kutubka uu rabo, "
COD_06826.wav,Maamulka Dawladda Hoose ee Hargeysa ayaa sheegay in mas uuliyiin gudoomiyeyaal degmo iyo shaqale isugu jira oo ka badan 60 qof
COD_02827.wav,Nin ayaa bari faras fiican lahaa. 
COD_02034.wav,Mana u maleynayo in uu xusuusanayay taariikhdaas ay Maryan ka sheekeynayso.
COD_06342.wav,goobaha xasaasiga ah ee ay ciidamada milaterigu kor-joogteeyaan'. 
COD_03686.wav,"Waxaan Shaqaale Weynaha Soomaaliyeed ugu hambalyeynayaa, "
COD_01434.wav,Taleefankii in lagaa dhacay waa fahmay ee kan laguu haystana muxuu ahaa? 
COD_04554.wav,Bilaabida ganacsiga marna ma fududa. 
COD_01881.wav,Taasi inqilaabkii ma baajin oo waxaa April 1978dii dalka ka dhacay afgembi dhicisoobay.
COD_03975.wav,Noqoto Mid Naxariis Leh
COD_05169.wav,"balse waxay saameyn ku yeelan karaan guud ahaan caafimaadka, xitaa mararka qaar dhimasho ayay sababi karaan."
COD_06273.wav,"Qaar ka mid ah xubnaha Baarlamanka UK ka tirsan, ayaa warbaahinta ugu waramay welwelka ay ka qabaan nidaamka ammaankooda loo sugayo,"
COD_01896.wav,"Anigoo yar ayay hooyadey iyo aabbahey kala tageen, kaddibna eeddo ayuu aabbe ii geeyay, ariga ayaana u raaci jiray. "
COD_00889.wav,"Haween jawaanno wato ayaa u sii kallahaya Wishaaqo oo ku taalla Waqooyiga Ceelbuur, "
COD_03438.wav,Qadar waa dal kaalin mug leh ka qaatay dib u dhiska Soomaaliya.
COD_05968.wav,"waxaana ay sabab uga dhigayaan in sare kaca ku yimid qiimaha Sokorta ay tahay,"
COD_03122.wav,Riyuhu waxay lo’da uga eegyihiin kaabtiga iyo kamiinta
COD_02704.wav,"Haben hore waxay ka qaaday labaatan dollar oo ay sheegtay in ku dareyso Casho Sharaf loo sameynayo Ciyaartoyda Maamul-Goboledka ay kasoo jeeddo, "
COD_00946.wav,"iyagoo leh Buuggaan ayaan todobaadkan akhrinayaa, ee adna maxaad akhrinaysaa jaalle? "
COD_06946.wav,Inkastoo Ciidanka Mariinisku ay xiriir dhow la leeyihiin Ciidamada Badda 
COD_03242.wav,"Iduhuna xaqluun waa yihiin oo xaqluun ka fiicani ma jiro; ee dooxo la ogaw, dayr dhalna ka ogaw. "
COD_05956.wav,"Faaiza waxaa ay carrabka ku dhufatay in carruurteeda mid ka mid ah uu waxbarasho Jaamacadeed uu ku jiro, "
COD_04270.wav,Biyaha balliga iyo doogga waxaa ku kala lingaxan diillin bacaad ah oo nadiif ah oo diirran oo ay biyuhu ka durkeen. 
COD_04176.wav,Waxse ka weyn oo kale oo rag walaaleeya bal ii sheega? Kalmado noocaa oo kale ah ayuu ku canaantay. 
COD_04695.wav,Maareynta wanaagsan waa laf dhabarta ururada guuleysta. 
COD_06813.wav,laguna beegsanayo meelaha muhiimka ah ee Al-Shabaab ay kaga sugan yihiin koonfurta iyo bartamaha Soomaaliya.
COD_01349.wav,"waxaana doortay in aan shaqeysto, maadaama ay qoyskeygii nolol iga sugayeen. "
COD_02497.wav,oo haddaba laga sii fikiro sidii loo dhisi lahaa dowlad kale. 
COD_02709.wav,"Shalayto Falis waxay Qaraabo Salaan u aaday Guriga Walalked, "
COD_02836.wav,"Wuxu ku jawaabay waan la fiicanyahay, laakiin faraskii ayaa la iga xaday, "
COD_01767.wav,"Meel qof kasta uu cuno dhidid-kiisa, oo aan laysku dul-noolayn,"
COD_00441.wav,maxaa yeelay dhegihiisa dhaadheer ayuu u malayn jirey geeso. Sidaa darteed dhurwaagu waa iska ilaalin jirey umana soo dhawaan jirin dameerka. 
COD_05216.wav,waa laba mid uun in aad guuleysatay ama in aad waxbaratay.
COD_05923.wav,"Waxa ay sheegeen in wasiirada ay odayaashu la kulmeen ay ugu tageen si ay ugala hadlaan,"
COD_03324.wav,"waxaa la soo saaray inaan nahay waddanka ugu musuq maasuqa badan  aduunka  boqol toddobantan iyo lix baan uga jirnaa, "
COD_06015.wav,"Sidaa darteed, kiiskan, Chelsea waxay ahayd mid aad u culus oo caddaalad ah dhibcaha qaar. "
COD_00831.wav,Xariif kale wuxuu soo qoray Adigii aqoonyahanka ahaa miyaa sidaan u hadlaayo? Sidaan waa igala rooneed ee barasho wanaagsan.
COD_02517.wav,"Waa abwaan Cabdi Muxumed Amiin, Gabiley ayuu 1935-tii ku dhashay, "
COD_05479.wav,Akhri xogta ku saabsan sida aan u abaarno bogagga dibadda.
COD_07341.wav,taasoo fursad wayn siisay in argagexisada Alshabaab ay canshuur iyo baad maalin cad Shacabka ka gurtaan.
COD_03760.wav,"haddii lagu qabto isagoo si dhuumasho ah ku socda, waa la xirayaa isla markaana waxa uu waajahayaa xukun dil ah."
COD_01224.wav,"Ehel iyo asxaab badan ayaa ifka nooga tegay iyaga oo adduunyo racdaynaya, sideenna oo kale."
COD_04465.wav,"waxay xornimada qaadatay 26-kii June 1960kii, "
COD_00401.wav,"In kii isagoo aan hubaysnayn wax kufsada isagana si daran loo xanuunjiyo, ifkana laga qariyo "
COD_05153.wav,"Lacagtaas meesha ay ku socoto annaga nalooma sheegin, ma gafe ayaa qaata,"
COD_00683.wav,"Gacmaha ayay isdhaafsanayeen iyaga oo isi salaamaya, waxaana ka muuqday isjaceyl walaaltinnimo."
COD_02982.wav,"naagtii oo qof been badan ahayd ayaa iska oohisay iyadoo leh miyaadan ilaahay ka baqayn, ma shimbirtan ayaad aaminaysaa. "
COD_06124.wav,kuwaas oo u sahlan in laga dhoofo lagana soo dago kuna furan Bad waynta India iyo Badda Cas Labadaba.
COD_04273.wav,Geed carmo ah oo humbulan ayuu hoostiisa sida diinka isku xabaalay labada indhoodna meel u bannaystay. 
COD_00974.wav,Mowduuca aad ka hadlayso iyo comment-giisu shaqo iyo shuqul iskuma leh
COD_03948.wav,"kuna jiro kan dhaqtar talo heynin waaye, ayuu kursigii ka sara kacay dhanka erida sii aaday, si uu u baxo."
COD_01242.wav,Dersiga oo saacad ah wuxuu habeen kasta naga idlaadaa oo salaadda cishaha loo istaagaa annaga oo xiiseynayna in uu sii socdo. 
COD_06192.wav," ay Ireland sii waddo inay Itoobiya weerarto ayada oo adeegsaneysa xubinnimadeeda Golaha Ammaanka QM, Midowga Yurub iyo meelo kale. "
COD_06297.wav,Waxay sidoo kale sheegtay Hay adda inay diiwaangelisay intii uu socday mudaharaadka dhinashada toddoba qof dhaawacana
COD_02920.wav,"mana kaa baxaysoo ilaa qofka ku ilaystay uu geeriyoodo, dhinto ama aad qofkii la kulantid oo ogaatid qofka uu yahay"
COD_00791.wav,"Waxaan dhagaysanayaa warka aroornimo ee idaacadda Shabeelle, oo aan subaxaas ka maqlay warkii iigu farxadda badnaa ee aan idaacadda ka dhagaystay, "
COD_00489.wav,Markaan waqtigaas soo xasuusto waxaa igu soo dhaca xaddiiskii Nabiga suubban Sallallahu Calayhi Wasallam
COD_03116.wav,"Aniga ayaaba dadka ku dhib qaba, oo marka ay indhaha i saaraan ayay dagaal igu soo qaadan."
COD_04094.wav,Garaadka ayaa na faray in nin walba shirka la yimaado cadka rag walaaleeya
COD_07293.wav,"Zelensky wuxuu ahaa mid aad iyo aad u deggan, Johnson ayaa xusuustay waqtiyadaas."
COD_02392.wav,Mudanayaal iyo marwooyin  intaana aan wax idin kaga sheegin barnaamijkeyga siyaasadeed 
COD_06472.wav,"Waraaq kasoo baxday Wasiirka Cadaaladda Puntland, Maxamed Cabdiwahaab Axmed ayaa lagu faray xabsiga afar qodob, kuwaas oo kala ah:"
COD_05935.wav,Saameynta Abaaraha ee Ku Yeesheen Ka Ganacsiga Shaaxa
COD_04970.wav,Sidii uu noo daba socday oo uu sheellare iyo hoon isugu darayey.
COD_05219.wav,Kuuma suurragal aha in aad ka cabsatid guuldarrada waayo waa jidka kaliya ee kugu ridaya guusha
COD_06359.wav,ama walxo u eg buufin ayaa lagu yidhi warbixinta.
COD_05571.wav,"Marka ay howshan billaabeysay waxay ahayd sanadkii 2008-dii,"
COD_00158.wav,"Waxaan guuleysanay kulankii labaad oo xiriir ah kaddib Koobka Adduunka, waxaan ka shaqeyn doonaa inaan sii wadno guusha."
COD_05454.wav,Waa arrin wareerkeeda leh maadama bukaanada ay ku tiirsan yihiin dhakhaatiirta.
COD_06484.wav,"War kasoo baxay Guddoomiyaha gobalka Mudug, Feysal Sheekh Cali ayaa kaga tacsiyeeyay geerida labada qof,"
COD_02421.wav,maxaa yeelay waxaa larabaa in diinteena muqadaska ah la xumeeyo oo naloo tuso inaan nahay dad xun.
COD_06295.wav,ayaa marka hore sheegtay inay aad uga xun tahay dhibaatada halkaas ka dhacday 
COD_02304.wav,Waxaan halkan idin kula wadaageynaa qaar ka mid ah khubadihii Xassan Cali Kheyre ee dhowrkii sano ee la soo dhaafay uu jeediyay.
COD_01600.wav,Soomaali oo dhan ayaana ku tiirsan adeegyada ay bixiyaan. 
COD_03550.wav,noloshaasna waxey aheyd mid aan la qabsaday oo aan ku dulqaatay in badan 
COD_00353.wav,"Waxaa si fudud uga lumay jihadii, waxaa shaki hareeyey diintiisii iyo wax kasta oo uu horay u maqli jirey "
COD_03440.wav,iyada oo Madaxweyne Farmaajo iyo Amiir Tamiim ay ka wadahadli doonaan xaaladihii ugu dambeeyay ee Gobolka 
COD_01479.wav,"Dadka ugu indhaha furan, uguna waxtarka badan ee aan arkay waa dhalinyarada wax ku soo baratay dalka Suudaan. "
COD_05577.wav,waayo waxay taban sano oo xilligaas ka horreysay ku ganacsan jireen meherad qaxwada lagu iibiyo.
COD_04400.wav,"Soomaaliya waa dal ku yaala Geeska Afrika, "
COD_02890.wav,"waxayna ku tidhi ninkii dariska ahaa war wax ma nagu dhaantaa caawa, odaygii i dhalay ayaa noo martiyee, anagana guriga waxba nooma yaalaane?. "
COD_02308.wav,"ka madax-bannaanay qabyaaladda iyo nin jecelaysiga, ka madax-bannaahay in shisheeye na iibsan karaan, "
COD_00739.wav,Soomaaliya marba mashruuc ayaa ka furmo oo lagu qaraabtaa. 
COD_00838.wav,"Iyo dad badan oo kula talinaya in uu raalligelin bixiyo, oo sumcaddiisa ilaashado. "
COD_01827.wav,"iyo sida ay danta guud ugala weyn tahay danteeda gaarka ah,"
COD_02863.wav,Ninkii ayaa yidhi  ma hubtaa. Tuugii ayaa yidhi haa waan hubaa..
COD_02676.wav,Wuxuu u sheegay in Farxadda iyo Dhoolaceyntu ay astaan u noqdeen tan iyo Maalinkuu Falis la aqal-galay.
COD_02750.wav,Gurigii markuu yimid ayaa hooyadiis aragtay digaaggii oo bakhtiyay 
COD_07114.wav,maadaama iftiinka walaxdaas aan lagu arki karin isha bini aadamka oo mutuxan.
